出發日期,星期,出發時間,出發時段,出發機場代號,抵達時間,抵達時段,抵達機場代號,航空公司,航空聯盟,停靠站數量,停留時間,飛行時間,是否過夜,機型,機型分類,航班代碼,艙等,平均價格,最低價格,中位數價格,價格變異,隨機購買平均價格,最低價格剩餘天數,筆數
2025/3/11,週二,清晨7:00,早晨班機,TPE,上午9:50,上午抵達,BKK,中華航空,2,直達航班。,Non-stop,3 小時 50 分鐘,No,Airbus A330,1,CI 833,經濟艙,6011,5494,5943,173354.69,6216.5,89,90
2025/3/11,週二,下午1:50,下午班機,TPE,下午4:45,下午抵達,BKK,中華航空,2,直達航班。,Non-stop,3 小時 55 分鐘,No,Airbus A330,1,CI 835,經濟艙,6850,5202,5648,7847663.38,5504.25,78,90
2025/3/11,週二,晚上10:30,晚間班機,TPE,"凌晨1:35 (星期三, 3月 12)",凌晨抵達,BKK,中華航空,2,直達航班。,Non-stop,4 小時 5 分鐘,No,Airbus A321neo,0,CI 837,經濟艙,5221,4931,5099.5,70396.48,5252,78,90
2025/3/11,週二,上午9:25,上午班機,TPE,中午12:35,下午抵達,BKK,星宇航空,0,直達航班。,Non-stop,4 小時 10 分鐘,No,Airbus A350,1,JX 741,經濟艙,5548,5056,5402,510254.6,5345,68,90
2025/3/11,週二,下午1:30,下午班機,TPE,下午4:30,下午抵達,BKK,星宇航空,0,直達航班。,Non-stop,4 小時,No,Airbus A330-900neo,1,JX 745,經濟艙,5515,5056,5300,836742.3,5641,68,90
2025/3/11,週二,下午1:55,下午班機,TPE,下午4:50,下午抵達,BKK,THAI,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 777,1,TG 633,經濟艙,5966,5693,6091.5,43174.48,6028.25,21,90
2025/3/11,週二,下午6:50,晚間班機,TPE,晚上9:45,晚間抵達,BKK,THAI,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 787,1,TG 635,經濟艙,5966,5693,6091.5,43174.48,5928.25,21,90
2025/3/11,週二,晚上9:30,晚間班機,TPE,"凌晨12:30 (星期三, 3月 12)",凌晨抵達,BKK,泰越捷航空,0,直達航班。,Non-stop,4 小時,No,Airbus A321,0,VZ 565,經濟艙,3776,2771,3537.5,1280491.34,3645,8,90
2025/3/11,週二,下午3:15,下午班機,TPE,下午6:10,晚間抵達,BKK,泰越捷航空,0,直達航班。,Non-stop,3 小時 55 分鐘,No,Airbus A321,0,VZ 567,經濟艙,3875,3071,4131,170437.55,3942,4,90
2025/3/12,週三,上午9:40,上午班機,TPE,中午12:35,下午抵達,BKK,長榮航空,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 777,1,BR 201,經濟艙,6395,5536,6019,552287.08,5783.5,32,89
2025/3/12,週三,晚上8:45,晚間班機,TPE,晚上11:40,晚間抵達,BKK,長榮航空,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 787-10,1,BR 205,經濟艙,5985,5499,5870,159530.18,6283,69,89
2025/3/12,週三,上午8:25,早晨班機,TPE,上午11:35,上午抵達,BKK,長榮航空,1,直達航班。,Non-stop,4 小時 10 分鐘,No,Airbus A330,1,BR 211,經濟艙,6091,5536,5988,200016.45,6117.75,32,89
2025/3/12,週三,上午8:05,早晨班機,TPE,上午11:10,上午抵達,BKK,長榮航空,1,直達航班。,Non-stop,4 小時 5 分鐘,No,Boeing 777,1,BR 67,經濟艙,6497,5592,6573,390294.46,6717,20,89
2025/3/12,週三,上午10:05,上午班機,TPE,下午1:05,下午抵達,BKK,中華航空,2,直達航班。,Non-stop,4 小時,No,Airbus A350,1,CI 831,經濟艙,6306,5420,6548,484192.71,5796,79,89
2025/3/12,週三,清晨7:00,早晨班機,TPE,上午9:50,上午抵達,BKK,中華航空,2,直達航班。,Non-stop,3 小時 50 分鐘,No,Airbus A330,1,CI 833,經濟艙,7539,5600,6948,3407843.69,6979.5,24,89
2025/3/12,週三,下午1:50,下午班機,TPE,下午4:45,下午抵達,BKK,中華航空,2,直達航班。,Non-stop,3 小時 55 分鐘,No,Airbus A330,1,CI 835,經濟艙,6287,5202,5647,5270075.15,6130,79,89
2025/3/12,週三,晚上10:30,晚間班機,TPE,"凌晨1:35 (星期四, 3月 13)",凌晨抵達,BKK,中華航空,2,直達航班。,Non-stop,4 小時 5 分鐘,No,Airbus A321neo,0,CI 837,經濟艙,5367,4931,5339,172576.3,5275.5,79,89
2025/3/12,週三,上午9:25,上午班機,TPE,中午12:35,下午抵達,BKK,星宇航空,0,直達航班。,Non-stop,4 小時 10 分鐘,No,Airbus A330-900neo,1,JX 741,經濟艙,7106,5327,5979,3745748.22,6799.5,75,89
2025/3/12,週三,下午1:30,下午班機,TPE,下午4:30,下午抵達,BKK,星宇航空,0,直達航班。,Non-stop,4 小時,No,Airbus A321neo,0,JX 745,經濟艙,5637,5056,5404,855534.7,5749.5,69,89
2025/3/12,週三,下午1:55,下午班機,TPE,下午4:50,下午抵達,BKK,THAI,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 777,1,TG 633,經濟艙,5965,5693,6094,43569.77,5920,22,89
2025/3/12,週三,下午6:50,晚間班機,TPE,晚上9:45,晚間抵達,BKK,THAI,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 787,1,TG 635,經濟艙,5965,5693,6094,43569.77,5931.5,22,89
2025/3/12,週三,清晨7:40,早晨班機,TPE,上午10:35,上午抵達,BKK,THAI,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Airbus A320,0,TG 637,經濟艙,5965,5693,6094,43569.77,5810.75,22,89
2025/3/12,週三,晚上9:45,晚間班機,TPE,"凌晨12:45 (星期四, 3月 13)",凌晨抵達,BKK,泰越捷航空,0,直達航班。,Non-stop,4 小時,No,Airbus A320,0,VZ 565,經濟艙,3414,2773,3373,72447.01,2996.5,10,89
2025/3/12,週三,下午3:15,下午班機,TPE,下午6:10,晚間抵達,BKK,泰越捷航空,0,直達航班。,Non-stop,3 小時 55 分鐘,No,Airbus A321,0,VZ 567,經濟艙,4270,3371,4133,78637,4132,3,89
2025/3/12,週三,晚上7:45,晚間班機,TPE,晚上10:45,晚間抵達,BKK,泰越捷航空,0,直達航班。,Non-stop,4 小時,No,Airbus A320,0,VZ 569,經濟艙,3407,3071,3372,58364.95,3296.75,3,89
2025/3/12,週三,凌晨1:25,凌晨班機,TPE,凌晨4:25,凌晨抵達,BKK,泰越捷航空,0,直達航班。,Non-stop,4 小時,No,Airbus A320,0,VZ 571,經濟艙,3613,3071,3701,167262.25,4023.75,3,89
2025/3/13,週四,上午9:40,上午班機,TPE,中午12:35,下午抵達,BKK,長榮航空,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 777,1,BR 201,經濟艙,6625,5537,6737.5,580057.13,6058.5,34,88
2025/3/13,週四,晚上8:45,晚間班機,TPE,晚上11:40,晚間抵達,BKK,長榮航空,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 787-10,1,BR 205,經濟艙,8191,5611,7066.5,5531525.72,7735.25,23,88
2025/3/13,週四,上午8:25,早晨班機,TPE,上午11:35,上午抵達,BKK,長榮航空,1,直達航班。,Non-stop,4 小時 10 分鐘,No,Boeing 787,1,BR 211,經濟艙,5938,5536,5952,110120.1,5806.5,33,88
2025/3/13,週四,晚上10:30,晚間班機,TPE,"凌晨1:25 (星期五, 3月 14)",凌晨抵達,BKK,長榮航空,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 787-10,1,BR 61,經濟艙,5821,5499,5859,30933.5,5811,70,88
2025/3/13,週四,上午8:05,早晨班機,TPE,上午11:10,上午抵達,BKK,長榮航空,1,直達航班。,Non-stop,4 小時 5 分鐘,No,Boeing 777,1,BR 67,經濟艙,6156,5536,5991.5,193695.12,5861,33,88
2025/3/13,週四,清晨7:35,早晨班機,TPE,上午10:45,上午抵達,BKK,長榮航空,1,直達航班。,Non-stop,4 小時 10 分鐘,No,Boeing 777,1,BR 75,經濟艙,6204,5536,5993,224378.27,5882.75,33,88
2025/3/13,週四,上午10:05,上午班機,TPE,下午1:05,下午抵達,BKK,中華航空,2,直達航班。,Non-stop,4 小時,No,Airbus A350,1,CI 831,經濟艙,6077,5420,5919.5,343768.59,5997.25,80,88
2025/3/13,週四,清晨7:00,早晨班機,TPE,上午9:50,上午抵達,BKK,中華航空,2,直達航班。,Non-stop,3 小時 50 分鐘,No,Airbus A330,1,CI 833,經濟艙,6427,5596,6459.5,339800.26,6600.5,23,88
2025/3/13,週四,下午1:50,下午班機,TPE,下午4:45,下午抵達,BKK,中華航空,2,直達航班。,Non-stop,3 小時 55 分鐘,No,Airbus A330,1,CI 835,經濟艙,5502,5202,5377.5,64121.38,5339.25,80,88
2025/3/13,週四,晚上10:30,晚間班機,TPE,"凌晨1:35 (星期五, 3月 14)",凌晨抵達,BKK,中華航空,2,直達航班。,Non-stop,4 小時 5 分鐘,No,Airbus A321neo,0,CI 837,經濟艙,5189,4931,5098.5,29407.6,5203.5,80,88
2025/3/13,週四,上午9:25,上午班機,TPE,中午12:35,下午抵達,BKK,星宇航空,0,直達航班。,Non-stop,4 小時 10 分鐘,No,Airbus A350,1,JX 741,經濟艙,6803,5328,6368.5,2161070.48,6863.25,70,88
2025/3/13,週四,下午1:30,下午班機,TPE,下午4:30,下午抵達,BKK,星宇航空,0,直達航班。,Non-stop,4 小時,No,Airbus A321neo,0,JX 745,經濟艙,5903,5066,5913.5,304200.83,5761.5,79,88
2025/3/13,週四,下午1:55,下午班機,TPE,下午4:50,下午抵達,BKK,THAI,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 777,1,TG 633,經濟艙,5964,5693,6094.5,43971.97,6000,23,88
2025/3/13,週四,下午6:50,晚間班機,TPE,晚上9:45,晚間抵達,BKK,THAI,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 787,1,TG 635,經濟艙,5985,5693,6098.5,41657.75,5882.75,23,88
2025/3/13,週四,清晨7:40,早晨班機,TPE,上午10:35,上午抵達,BKK,THAI,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Airbus A320,0,TG 637,經濟艙,5964,5693,6094.5,43971.97,5914,23,88
2025/3/13,週四,晚上9:30,晚間班機,TPE,"凌晨12:30 (星期五, 3月 14)",凌晨抵達,BKK,泰越捷航空,0,直達航班。,Non-stop,4 小時,No,Airbus A320,0,VZ 565,經濟艙,3688,2771,3701,1210552.04,3644,4,88
2025/3/13,週四,下午3:15,下午班機,TPE,下午6:10,晚間抵達,BKK,泰越捷航空,0,直達航班。,Non-stop,3 小時 55 分鐘,No,Airbus A321,0,VZ 567,經濟艙,4416,3073,4641,193338.82,4514.25,13,88
2025/3/14,週五,晚上8:45,晚間班機,TPE,晚上11:40,晚間抵達,BKK,長榮航空,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 787-10,1,BR 205,經濟艙,9758,7069,9193,3178152.14,9184.5,24,87
2025/3/14,週五,上午8:25,早晨班機,TPE,上午11:30,上午抵達,BKK,長榮航空,1,直達航班。,Non-stop,4 小時 5 分鐘,No,Boeing 777,1,BR 211,經濟艙,7063,5536,7049,918053.22,8274.25,34,87
2025/3/14,週五,上午8:05,早晨班機,TPE,上午11:10,上午抵達,BKK,長榮航空,1,直達航班。,Non-stop,4 小時 5 分鐘,No,Boeing 777,1,BR 67,經濟艙,7020,5618,7042,468032.65,6847.25,32,87
2025/3/14,週五,上午10:05,上午班機,TPE,下午1:05,下午抵達,BKK,中華航空,2,直達航班。,Non-stop,4 小時,No,Airbus A350,1,CI 831,經濟艙,6180,5420,5943,420370.81,5844.5,81,87
2025/3/14,週五,清晨7:00,早晨班機,TPE,上午9:50,上午抵達,BKK,中華航空,2,直達航班。,Non-stop,3 小時 50 分鐘,No,Airbus A330,1,CI 833,經濟艙,8094,5584,6570,9631357.37,6702.5,91,87
2025/3/14,週五,下午1:50,下午班機,TPE,下午4:45,下午抵達,BKK,中華航空,2,直達航班。,Non-stop,3 小時 55 分鐘,No,Airbus A330,1,CI 835,經濟艙,5899,5202,5645,1584507.02,5481.5,81,87
2025/3/14,週五,晚上10:30,晚間班機,TPE,"凌晨1:35 (星期六, 3月 15)",凌晨抵達,BKK,中華航空,2,直達航班。,Non-stop,4 小時 5 分鐘,No,Airbus A321neo,0,CI 837,經濟艙,8827,4931,5860,22124996.8,7918.5,81,87
2025/3/14,週五,上午9:25,上午班機,TPE,中午12:35,下午抵達,BKK,星宇航空,0,直達航班。,Non-stop,4 小時 10 分鐘,No,Airbus A330-900neo,1,JX 741,經濟艙,7070,5338,6966,1404634.34,7027.75,81,87
2025/3/14,週五,下午1:30,下午班機,TPE,下午4:30,下午抵達,BKK,星宇航空,0,直達航班。,Non-stop,4 小時,No,Airbus A321neo,0,JX 745,經濟艙,6829,5066,5914,6518349.41,5926.75,80,87
2025/3/14,週五,下午1:55,下午班機,TPE,下午4:50,下午抵達,BKK,THAI,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 777,1,TG 633,經濟艙,5963,5693,6095,44369.97,5910.5,24,87
2025/3/14,週五,下午6:50,晚間班機,TPE,晚上9:45,晚間抵達,BKK,THAI,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 787,1,TG 635,經濟艙,5963,5693,6095,44369.97,5913,24,87
2025/3/14,週五,清晨7:40,早晨班機,TPE,上午10:35,上午抵達,BKK,THAI,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Airbus A320,0,TG 637,經濟艙,5963,5693,6095,44369.97,6019.5,24,87
2025/3/14,週五,晚上9:30,晚間班機,TPE,"凌晨12:30 (星期六, 3月 15)",凌晨抵達,BKK,泰越捷航空,0,直達航班。,Non-stop,4 小時,No,Airbus A320,0,VZ 565,經濟艙,3519,3071,3372,142575.97,3651.5,79,57
2025/3/14,週五,下午3:15,下午班機,TPE,下午6:10,晚間抵達,BKK,泰越捷航空,0,直達航班。,Non-stop,3 小時 55 分鐘,No,Airbus A321,0,VZ 567,經濟艙,4362,3073,4641,244608.06,4324.75,14,87
2025/3/14,週五,晚上7:45,晚間班機,TPE,晚上10:45,晚間抵達,BKK,泰越捷航空,0,直達航班。,Non-stop,4 小時,No,Airbus A320,0,VZ 569,經濟艙,3739,3071,3702,262127.95,3809.5,77,87
2025/3/14,週五,凌晨1:25,凌晨班機,TPE,凌晨4:25,凌晨抵達,BKK,泰越捷航空,0,直達航班。,Non-stop,4 小時,No,Airbus A320,0,VZ 571,經濟艙,3605,2773,3701,105868.66,3544.25,14,87
2025/3/15,週六,上午9:40,上午班機,TPE,中午12:35,下午抵達,BKK,長榮航空,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 777,1,BR 201,經濟艙,7148,5536,7049.5,922280.54,7227.5,35,86
2025/3/15,週六,晚上8:45,晚間班機,TPE,晚上11:40,晚間抵達,BKK,長榮航空,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 787-10,1,BR 205,經濟艙,5824,5499,5859,32884.48,5942.75,72,86
2025/3/15,週六,上午8:25,早晨班機,TPE,上午11:35,上午抵達,BKK,長榮航空,1,直達航班。,Non-stop,4 小時 10 分鐘,No,Boeing 787,1,BR 211,經濟艙,6018,5536,5985.5,193532.24,6032.25,35,86
2025/3/15,週六,晚上10:30,晚間班機,TPE,"凌晨1:25 (星期日, 3月 16)",凌晨抵達,BKK,長榮航空,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 787-10,1,BR 61,經濟艙,5824,5499,5859,32884.48,5740.75,72,86
2025/3/15,週六,上午8:05,早晨班機,TPE,上午11:10,上午抵達,BKK,長榮航空,1,直達航班。,Non-stop,4 小時 5 分鐘,No,Boeing 777,1,BR 67,經濟艙,6961,5619,7042,185218.72,6821.5,29,86
2025/3/15,週六,清晨7:35,早晨班機,TPE,上午10:45,上午抵達,BKK,長榮航空,1,直達航班。,Non-stop,4 小時 10 分鐘,No,Boeing 777,1,BR 75,經濟艙,10291,5900,11421,7519704,10526.25,63,86
2025/3/15,週六,上午10:05,上午班機,TPE,下午1:05,下午抵達,BKK,中華航空,2,直達航班。,Non-stop,4 小時,No,Airbus A350,1,CI 831,經濟艙,5981,5420,5901,251000.44,5909.75,82,86
2025/3/15,週六,清晨7:00,早晨班機,TPE,上午9:50,上午抵達,BKK,中華航空,2,直達航班。,Non-stop,3 小時 50 分鐘,No,Airbus A330,1,CI 833,經濟艙,6584,5504,6406,683528.57,7013.75,70,86
2025/3/15,週六,下午1:50,下午班機,TPE,下午4:45,下午抵達,BKK,中華航空,2,直達航班。,Non-stop,3 小時 55 分鐘,No,Airbus A330,1,CI 835,經濟艙,5485,5202,5378.5,34825.67,5340.25,82,86
2025/3/15,週六,晚上10:30,晚間班機,TPE,"凌晨1:35 (星期日, 3月 16)",凌晨抵達,BKK,中華航空,2,直達航班。,Non-stop,4 小時 5 分鐘,No,Airbus A321neo,0,CI 837,經濟艙,5807,4931,5345.5,967558.57,6019,82,86
2025/3/15,週六,上午9:25,上午班機,TPE,中午12:35,下午抵達,BKK,星宇航空,0,直達航班。,Non-stop,4 小時 10 分鐘,No,Airbus A350,1,JX 741,經濟艙,7268,5066,7090.5,3791766.29,8206.5,81,86
2025/3/15,週六,下午1:30,下午班機,TPE,下午4:30,下午抵達,BKK,星宇航空,0,直達航班。,Non-stop,4 小時,No,Airbus A330-900neo,1,JX 745,經濟艙,6002,5066,5600.5,1155145.73,5582,81,86
2025/3/15,週六,下午1:55,下午班機,TPE,下午4:50,下午抵達,BKK,THAI,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 777,1,TG 633,經濟艙,5962,5693,6095,44774.67,5931.5,25,86
2025/3/15,週六,下午6:50,晚間班機,TPE,晚上9:45,晚間抵達,BKK,THAI,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 787,1,TG 635,經濟艙,5962,5693,6095,44774.67,5811.5,25,86
2025/3/15,週六,清晨7:40,早晨班機,TPE,上午10:35,上午抵達,BKK,THAI,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Airbus A320,0,TG 637,經濟艙,5962,5693,6095,44774.67,6129,25,86
2025/3/15,週六,晚上9:30,晚間班機,TPE,"凌晨12:30 (星期日, 3月 16)",凌晨抵達,BKK,泰越捷航空,0,直達航班。,Non-stop,4 小時,No,Airbus A320,0,VZ 565,經濟艙,3835,2771,3701,2348638.62,3701.5,6,86
2025/3/15,週六,下午3:15,下午班機,TPE,下午6:10,晚間抵達,BKK,泰越捷航空,0,直達航班。,Non-stop,3 小時 55 分鐘,No,Airbus A321,0,VZ 567,經濟艙,4090,3371,4132,27993.99,4131.25,6,86
2025/3/16,週日,晚上8:45,晚間班機,TPE,晚上11:40,晚間抵達,BKK,長榮航空,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 787-10,1,BR 205,經濟艙,6632,5499,6860,699642.7,6236,73,85
2025/3/16,週日,上午8:25,早晨班機,TPE,上午11:30,上午抵達,BKK,長榮航空,1,直達航班。,Non-stop,4 小時 5 分鐘,No,Boeing 777,1,BR 211,經濟艙,6330,5536,5996,511548.58,5865.25,36,85
2025/3/16,週日,上午8:05,早晨班機,TPE,上午11:10,上午抵達,BKK,長榮航空,1,直達航班。,Non-stop,4 小時 5 分鐘,No,Boeing 777,1,BR 67,經濟艙,6263,5536,5993,332600.15,6594.5,36,85
2025/3/16,週日,上午10:05,上午班機,TPE,下午1:05,下午抵達,BKK,中華航空,2,直達航班。,Non-stop,4 小時,No,Airbus A350,1,CI 831,經濟艙,5774,5420,5602,116184.06,5758,83,85
2025/3/16,週日,清晨7:00,早晨班機,TPE,上午9:50,上午抵達,BKK,中華航空,2,直達航班。,Non-stop,3 小時 50 分鐘,No,Airbus A330,1,CI 833,經濟艙,5736,5420,5604,45732.81,5718.25,83,85
2025/3/16,週日,下午1:50,下午班機,TPE,下午4:45,下午抵達,BKK,中華航空,2,直達航班。,Non-stop,3 小時 55 分鐘,No,Airbus A330,1,CI 835,經濟艙,5977,5202,5379,3933090.5,7242.75,83,85
2025/3/16,週日,晚上10:30,晚間班機,TPE,"凌晨1:35 (星期一, 3月 17)",凌晨抵達,BKK,中華航空,2,直達航班。,Non-stop,4 小時 5 分鐘,No,Airbus A321neo,0,CI 837,經濟艙,7499,4931,5353,12722807.84,7358,83,85
2025/3/16,週日,上午9:25,上午班機,TPE,中午12:35,下午抵達,BKK,星宇航空,0,直達航班。,Non-stop,4 小時 10 分鐘,No,Airbus A350,1,JX 741,經濟艙,6353,5327,5911,2064750.11,6883.5,79,85
2025/3/16,週日,下午1:55,下午班機,TPE,下午4:50,下午抵達,BKK,THAI,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 777,1,TG 633,經濟艙,5960,5693,6095,45183.79,6027.5,26,85
2025/3/16,週日,下午6:50,晚間班機,TPE,晚上9:45,晚間抵達,BKK,THAI,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 787,1,TG 635,經濟艙,6049,5699,6145,42846.36,6167,27,85
2025/3/16,週日,晚上9:30,晚間班機,TPE,"凌晨12:30 (星期一, 3月 17)",凌晨抵達,BKK,泰越捷航空,0,直達航班。,Non-stop,4 小時,No,Airbus A320,0,VZ 565,經濟艙,4392,3071,4132,1205558.06,4514.25,7,85
2025/3/16,週日,下午3:15,下午班機,TPE,下午6:10,晚間抵達,BKK,泰越捷航空,0,直達航班。,Non-stop,3 小時 55 分鐘,No,Airbus A321,0,VZ 567,經濟艙,4249,3371,4133,129666.59,4259.25,7,85
2025/3/16,週日,晚上7:45,晚間班機,TPE,晚上10:45,晚間抵達,BKK,泰越捷航空,0,直達航班。,Non-stop,4 小時,No,Airbus A320,0,VZ 569,經濟艙,4183,3371,4132,90084.63,4259.5,7,85
2025/3/16,週日,凌晨1:25,凌晨班機,TPE,凌晨4:25,凌晨抵達,BKK,泰越捷航空,0,直達航班。,Non-stop,4 小時,No,Airbus A320,0,VZ 571,經濟艙,3478,3071,3701,110638.38,3701.5,7,85
2025/3/17,週一,上午9:40,上午班機,TPE,中午12:35,下午抵達,BKK,長榮航空,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 777,1,BR 201,經濟艙,5969,5536,5977,135821.64,6052.5,37,84
2025/3/17,週一,晚上8:45,晚間班機,TPE,晚上11:40,晚間抵達,BKK,長榮航空,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 787-10,1,BR 205,經濟艙,6191,5536,5988,416958.83,6138,37,84
2025/3/17,週一,上午8:25,早晨班機,TPE,上午11:35,上午抵達,BKK,長榮航空,1,直達航班。,Non-stop,4 小時 10 分鐘,No,Boeing 777,1,BR 211,經濟艙,5835,5536,5899,31228.13,5968,37,84
2025/3/17,週一,晚上10:30,晚間班機,TPE,"凌晨1:25 (星期二, 3月 18)",凌晨抵達,BKK,長榮航空,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 787-10,1,BR 61,經濟艙,5822,5499,5859,33598.21,5815.25,74,84
2025/3/17,週一,上午8:05,早晨班機,TPE,上午11:10,上午抵達,BKK,長榮航空,1,直達航班。,Non-stop,4 小時 5 分鐘,No,Boeing 777,1,BR 67,經濟艙,5854,5536,5900,49163.18,5894.5,37,84
2025/3/17,週一,上午10:05,上午班機,TPE,下午1:05,下午抵達,BKK,中華航空,2,直達航班。,Non-stop,4 小時,No,Airbus A350,1,CI 831,經濟艙,5752,5420,5603,79558.29,5756,84,84
2025/3/17,週一,清晨7:00,早晨班機,TPE,上午9:50,上午抵達,BKK,中華航空,2,直達航班。,Non-stop,3 小時 50 分鐘,No,Airbus A330,1,CI 833,經濟艙,6968,5420,5943,6640964.31,6236.25,84,84
2025/3/17,週一,下午1:50,下午班機,TPE,下午4:45,下午抵達,BKK,中華航空,2,直達航班。,Non-stop,3 小時 55 分鐘,No,Airbus A330,1,CI 835,經濟艙,6290,5202,6135,1434247.94,7362.25,84,84
2025/3/17,週一,晚上10:30,晚間班機,TPE,"凌晨1:35 (星期二, 3月 18)",凌晨抵達,BKK,中華航空,2,直達航班。,Non-stop,4 小時 5 分鐘,No,Airbus A321neo,0,CI 837,經濟艙,5196,4931,5101,29812.61,5218,84,84
2025/3/17,週一,上午9:25,上午班機,TPE,中午12:35,下午抵達,BKK,星宇航空,0,直達航班。,Non-stop,4 小時 10 分鐘,No,Airbus A350,1,JX 741,經濟艙,6844,5066,5911,4240198.88,5848.25,83,84
2025/3/17,週一,下午1:30,下午班機,TPE,下午4:30,下午抵達,BKK,星宇航空,0,直達航班。,Non-stop,4 小時,No,Airbus A321neo,0,JX 745,經濟艙,5511,5056,5132,376573.89,5515.75,74,84
2025/3/17,週一,下午1:55,下午班機,TPE,下午4:50,下午抵達,BKK,THAI,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 777,1,TG 633,經濟艙,5959,5693,6095,45599.77,6026.5,27,84
2025/3/17,週一,下午6:50,晚間班機,TPE,晚上9:45,晚間抵達,BKK,THAI,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 787,1,TG 635,經濟艙,5959,5693,6095,45599.77,6140.25,27,84
2025/3/17,週一,晚上9:30,晚間班機,TPE,"凌晨12:30 (星期二, 3月 18)",凌晨抵達,BKK,泰越捷航空,0,直達航班。,Non-stop,4 小時,No,Airbus A320,0,VZ 565,經濟艙,3924,3371,4131,97270.73,4259.25,8,84
2025/3/17,週一,下午3:15,下午班機,TPE,下午6:10,晚間抵達,BKK,泰越捷航空,0,直達航班。,Non-stop,3 小時 55 分鐘,No,Airbus A321,0,VZ 567,經濟艙,4202,3371,4133,68767.36,4069,8,84
2025/3/17,週一,晚上7:45,晚間班機,TPE,晚上10:45,晚間抵達,BKK,泰越捷航空,0,直達航班。,Non-stop,4 小時,No,Airbus A320,0,VZ 569,經濟艙,3999,3701,4131.5,85046.89,3917.5,8,84
2025/3/18,週二,晚上8:45,晚間班機,TPE,晚上11:40,晚間抵達,BKK,長榮航空,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 787-10,1,BR 205,經濟艙,5958,5499,5859,260052.58,5723.5,75,83
2025/3/18,週二,上午8:25,早晨班機,TPE,上午11:30,上午抵達,BKK,長榮航空,1,直達航班。,Non-stop,4 小時 5 分鐘,No,Boeing 777,1,BR 211,經濟艙,5969,5536,5977,146846.16,6131,38,83
2025/3/18,週二,晚上10:30,晚間班機,TPE,"凌晨1:25 (星期三, 3月 19)",凌晨抵達,BKK,長榮航空,1,直達航班。,Non-stop,3 小時 55 分鐘,No,Boeing 787-10,1,BR 61,經濟艙,5822,5499,5859,33944.84,5667.25,75,83
2025/3/18,週二,上午8:05,早晨班機,TPE,上午11:10,上午抵達,BKK,長榮航空,1,直達航班。,Non-stop,4 小時 5 分鐘,No,Boeing 777,1,BR 67,經濟艙,5912,5536,5900,123776.14,5826.75,38,83
2025/3/18,週二,清晨7:35,早晨班機,TPE,上午10:45,上午抵達,BKK,長榮航空,1,直達航班。,Non-stop,4 小時 10 分鐘,No,Boeing 777,1,BR 75,經濟艙,6028,5536,5988,127659.03,5893,38,83
2025/3/18,週二,上午10:05,上午班機,TPE,下午1:05,下午抵達,BKK,中華航空,2,直達航班。,Non-stop,4 小時,No,Airbus A350,1,CI 831,經濟艙,5921,5420,5604,608138.23,5748.75,85,83
2025/3/18,週二,清晨7:00,早晨班機,TPE,上午9:50,上午抵達,BKK,中華航空,2,直達航班。,Non-stop,3 小時 50 分鐘,No,Airbus A330,1,CI 833,經濟艙,6097,5520,5963,249613.34,6224.5,50,83
2025/3/18,週二,下午1:50,下午班機,TPE,下午4:45,下午抵達,BKK,中華航空,2,直達航班。,Non-stop,3 小時 55 分鐘,No,Airbus A330,1,CI 835,經濟艙,5490,5202,5381,35475.3,5606.75,85,83
